v2	V(vout)
7.340000000000005e-01	6.987117e-01
7.350000000000005e-01	6.996974e-01
7.360000000000005e-01	7.006831e-01
7.370000000000005e-01	7.016687e-01
7.380000000000005e-01	7.026544e-01
7.390000000000005e-01	7.036401e-01
7.400000000000005e-01	7.046257e-01
7.410000000000005e-01	7.056114e-01
7.420000000000005e-01	7.065971e-01
7.430000000000005e-01	7.075828e-01
7.440000000000005e-01	7.085684e-01
7.450000000000006e-01	7.095541e-01
7.460000000000006e-01	7.105397e-01
7.470000000000006e-01	7.115254e-01
7.480000000000006e-01	7.125110e-01
7.490000000000006e-01	7.134967e-01
7.500000000000006e-01	7.144823e-01
7.510000000000006e-01	7.154680e-01
7.520000000000006e-01	7.164536e-01
7.530000000000006e-01	7.174392e-01
7.540000000000006e-01	7.184249e-01
7.550000000000006e-01	7.194105e-01
7.560000000000006e-01	7.203962e-01
7.570000000000006e-01	7.213818e-01
7.580000000000006e-01	7.223674e-01
7.590000000000006e-01	7.233530e-01
7.600000000000006e-01	7.243387e-01
7.610000000000006e-01	7.253243e-01
7.620000000000006e-01	7.263099e-01
7.630000000000006e-01	7.272955e-01
7.640000000000006e-01	7.282811e-01
7.650000000000006e-01	7.292667e-01
7.660000000000006e-01	7.302523e-01
7.670000000000006e-01	7.312379e-01
7.680000000000006e-01	7.322235e-01
7.690000000000006e-01	7.332091e-01
7.700000000000006e-01	7.341947e-01
7.710000000000006e-01	7.351803e-01
7.720000000000006e-01	7.361659e-01
7.730000000000006e-01	7.371514e-01
7.740000000000006e-01	7.381371e-01
7.750000000000006e-01	7.391226e-01
7.760000000000006e-01	7.401082e-01
7.770000000000006e-01	7.410938e-01
7.780000000000006e-01	7.420793e-01
7.790000000000006e-01	7.430649e-01
7.800000000000006e-01	7.440505e-01
7.810000000000006e-01	7.450361e-01
7.820000000000006e-01	7.460216e-01
7.830000000000006e-01	7.470072e-01
7.840000000000006e-01	7.479927e-01
7.850000000000006e-01	7.489783e-01
7.860000000000006e-01	7.499638e-01
7.870000000000006e-01	7.509494e-01
7.880000000000006e-01	7.519349e-01
7.890000000000006e-01	7.529204e-01
7.900000000000006e-01	7.539060e-01
7.910000000000006e-01	7.548915e-01
7.920000000000006e-01	7.558771e-01
7.930000000000006e-01	7.568626e-01
7.940000000000006e-01	7.578481e-01
7.950000000000006e-01	7.588336e-01
7.960000000000006e-01	7.598192e-01
7.970000000000006e-01	7.608047e-01
7.980000000000006e-01	7.617902e-01
7.990000000000006e-01	7.627757e-01
8.000000000000006e-01	7.637613e-01
8.010000000000006e-01	7.647468e-01
8.020000000000006e-01	7.657323e-01
8.030000000000006e-01	7.667178e-01
8.040000000000006e-01	7.677033e-01
8.050000000000006e-01	7.686888e-01
8.060000000000006e-01	7.696743e-01
8.070000000000006e-01	7.706598e-01
8.080000000000006e-01	7.716452e-01
8.090000000000006e-01	7.726308e-01
8.100000000000006e-01	7.736163e-01
8.110000000000006e-01	7.746018e-01
8.120000000000006e-01	7.755872e-01
8.130000000000006e-01	7.765727e-01
8.140000000000006e-01	7.775581e-01
8.150000000000006e-01	7.785437e-01
8.160000000000006e-01	7.795291e-01
8.170000000000006e-01	7.805146e-01
8.180000000000006e-01	7.815000e-01
8.190000000000006e-01	7.824855e-01
8.200000000000006e-01	7.834710e-01
8.210000000000006e-01	7.844564e-01
8.220000000000006e-01	7.854419e-01
8.230000000000006e-01	7.864273e-01
8.240000000000006e-01	7.874128e-01
8.250000000000006e-01	7.883982e-01
8.260000000000006e-01	7.893836e-01
8.270000000000006e-01	7.903691e-01
8.280000000000006e-01	7.913545e-01
8.290000000000006e-01	7.923400e-01
8.300000000000006e-01	7.933254e-01
8.310000000000006e-01	7.943109e-01
8.320000000000006e-01	7.952963e-01
8.330000000000006e-01	7.962817e-01
8.340000000000006e-01	7.972671e-01
8.350000000000006e-01	7.982525e-01
8.360000000000006e-01	7.992380e-01
8.370000000000006e-01	8.002234e-01
8.380000000000006e-01	8.012088e-01
8.390000000000006e-01	8.021942e-01
8.400000000000006e-01	8.031796e-01
8.410000000000006e-01	8.041650e-01
8.420000000000006e-01	8.051504e-01
8.430000000000006e-01	8.061358e-01
8.440000000000006e-01	8.071212e-01
8.450000000000006e-01	8.081066e-01
8.460000000000006e-01	8.090920e-01
8.470000000000006e-01	8.100774e-01
8.480000000000006e-01	8.110628e-01
8.490000000000006e-01	8.120481e-01
8.500000000000006e-01	8.130335e-01
8.510000000000006e-01	8.140189e-01
8.520000000000006e-01	8.150043e-01
8.530000000000006e-01	8.159897e-01
8.540000000000006e-01	8.169750e-01
8.550000000000006e-01	8.179604e-01
8.560000000000006e-01	8.189458e-01
8.570000000000007e-01	8.199311e-01
8.580000000000007e-01	8.209165e-01
8.590000000000007e-01	8.219018e-01
8.600000000000007e-01	8.228872e-01
8.610000000000007e-01	8.238725e-01
8.620000000000007e-01	8.248579e-01
8.630000000000007e-01	8.258432e-01
8.640000000000007e-01	8.268285e-01
8.650000000000007e-01	8.278139e-01
8.660000000000007e-01	8.287992e-01
8.670000000000007e-01	8.297846e-01
8.680000000000007e-01	8.307699e-01
8.690000000000007e-01	8.317552e-01
8.700000000000007e-01	8.327405e-01
8.710000000000007e-01	8.337259e-01
8.720000000000007e-01	8.347112e-01
8.730000000000007e-01	8.356965e-01
8.740000000000007e-01	8.366818e-01
8.750000000000007e-01	8.376672e-01
8.760000000000007e-01	8.386524e-01
8.770000000000007e-01	8.396378e-01
8.780000000000007e-01	8.406231e-01
8.790000000000007e-01	8.416083e-01
8.800000000000007e-01	8.425937e-01
8.810000000000007e-01	8.435789e-01
8.820000000000007e-01	8.445643e-01
8.830000000000007e-01	8.455495e-01
8.840000000000007e-01	8.465348e-01
8.850000000000007e-01	8.475201e-01
8.860000000000007e-01	8.485054e-01
8.870000000000007e-01	8.494907e-01
8.880000000000007e-01	8.504760e-01
8.890000000000007e-01	8.514612e-01
8.900000000000007e-01	8.524465e-01
8.910000000000007e-01	8.534318e-01
8.920000000000007e-01	8.544170e-01
8.930000000000007e-01	8.554023e-01
8.940000000000007e-01	8.563876e-01
8.950000000000007e-01	8.573728e-01
8.960000000000007e-01	8.583581e-01
8.970000000000007e-01	8.593433e-01
8.980000000000007e-01	8.603286e-01
8.990000000000007e-01	8.613138e-01
9.000000000000007e-01	8.622991e-01
9.010000000000007e-01	8.632843e-01
9.020000000000007e-01	8.642696e-01
9.030000000000007e-01	8.652548e-01
9.040000000000007e-01	8.662400e-01
9.050000000000007e-01	8.672252e-01
9.060000000000007e-01	8.682105e-01
9.070000000000007e-01	8.691957e-01
9.080000000000007e-01	8.701809e-01
9.090000000000007e-01	8.711661e-01
9.100000000000007e-01	8.721514e-01
9.110000000000007e-01	8.731366e-01
9.120000000000007e-01	8.741218e-01
9.130000000000007e-01	8.751070e-01
9.140000000000007e-01	8.760922e-01
9.150000000000007e-01	8.770774e-01
9.160000000000007e-01	8.780626e-01
9.170000000000007e-01	8.790478e-01
9.180000000000007e-01	8.800330e-01
9.190000000000007e-01	8.810182e-01
9.200000000000007e-01	8.820034e-01
9.210000000000007e-01	8.829886e-01
9.220000000000007e-01	8.839737e-01
9.230000000000007e-01	8.849589e-01
9.240000000000007e-01	8.859441e-01
9.250000000000007e-01	8.869293e-01
9.260000000000007e-01	8.879144e-01
9.270000000000007e-01	8.888996e-01
9.280000000000007e-01	8.898848e-01
9.290000000000007e-01	8.908699e-01
9.300000000000007e-01	8.918551e-01
9.310000000000007e-01	8.928403e-01
9.320000000000007e-01	8.938254e-01
9.330000000000007e-01	8.948106e-01
9.340000000000007e-01	8.957957e-01
9.350000000000007e-01	8.967808e-01
9.360000000000007e-01	8.977660e-01
9.370000000000007e-01	8.987511e-01
9.380000000000007e-01	8.997363e-01
9.390000000000007e-01	9.007214e-01
9.400000000000007e-01	9.017066e-01
9.410000000000007e-01	9.026917e-01
9.420000000000007e-01	9.036768e-01
9.430000000000007e-01	9.046620e-01
9.440000000000007e-01	9.056470e-01
9.450000000000007e-01	9.066322e-01
9.460000000000007e-01	9.076173e-01
9.470000000000007e-01	9.086024e-01
9.480000000000007e-01	9.095875e-01
9.490000000000007e-01	9.105726e-01
9.500000000000007e-01	9.115577e-01
9.510000000000007e-01	9.125428e-01
9.520000000000007e-01	9.135279e-01
9.530000000000007e-01	9.145130e-01
9.540000000000007e-01	9.154981e-01
9.550000000000007e-01	9.164832e-01
9.560000000000007e-01	9.174683e-01
9.570000000000007e-01	9.184534e-01
9.580000000000007e-01	9.194385e-01
9.590000000000007e-01	9.204235e-01
9.600000000000007e-01	9.214086e-01
9.610000000000007e-01	9.223937e-01
9.620000000000007e-01	9.233788e-01
9.630000000000007e-01	9.243639e-01
9.640000000000007e-01	9.253489e-01
9.650000000000007e-01	9.263340e-01
9.660000000000007e-01	9.273190e-01
9.670000000000007e-01	9.283041e-01
9.680000000000007e-01	9.292891e-01
9.690000000000007e-01	9.302742e-01
9.700000000000008e-01	9.312592e-01
9.710000000000008e-01	9.322442e-01
9.720000000000008e-01	9.332293e-01
9.730000000000008e-01	9.342144e-01
9.740000000000008e-01	9.351994e-01
9.750000000000008e-01	9.361844e-01
9.760000000000008e-01	9.371694e-01
9.770000000000008e-01	9.381545e-01
9.780000000000008e-01	9.391395e-01
9.790000000000008e-01	9.401245e-01
9.800000000000008e-01	9.411095e-01
9.810000000000008e-01	9.420946e-01
9.820000000000008e-01	9.430795e-01
9.830000000000008e-01	9.440646e-01
9.840000000000008e-01	9.450496e-01
9.850000000000008e-01	9.460346e-01
9.860000000000008e-01	9.470196e-01
9.870000000000008e-01	9.480046e-01
9.880000000000008e-01	9.489896e-01
9.890000000000008e-01	9.499745e-01
9.900000000000008e-01	9.509596e-01
9.910000000000008e-01	9.519445e-01
9.920000000000008e-01	9.529295e-01
9.930000000000008e-01	9.539145e-01
9.940000000000008e-01	9.548995e-01
9.950000000000008e-01	9.558845e-01
9.960000000000008e-01	9.568694e-01
9.970000000000008e-01	9.578544e-01
9.980000000000008e-01	9.588394e-01
9.990000000000008e-01	9.598243e-01
1.000000000000001e+00	9.608093e-01
1.001000000000001e+00	9.617943e-01
1.002000000000000e+00	9.627792e-01
1.003000000000000e+00	9.637641e-01
1.004000000000000e+00	9.647491e-01
1.005000000000000e+00	9.657341e-01
1.006000000000000e+00	9.667190e-01
1.007000000000000e+00	9.677039e-01
1.008000000000000e+00	9.686888e-01
1.009000000000000e+00	9.696738e-01
1.010000000000000e+00	9.706587e-01
1.010999999999999e+00	9.716436e-01
1.011999999999999e+00	9.726286e-01
1.012999999999999e+00	9.736135e-01
1.013999999999999e+00	9.745984e-01
1.014999999999999e+00	9.755833e-01
1.015999999999999e+00	9.765682e-01
1.016999999999999e+00	9.775531e-01
1.017999999999999e+00	9.785380e-01
1.018999999999999e+00	9.795229e-01
1.019999999999998e+00	9.805079e-01
1.020999999999998e+00	9.814928e-01
1.021999999999998e+00	9.824777e-01
1.022999999999998e+00	9.834625e-01
1.023999999999998e+00	9.844474e-01
1.024999999999998e+00	9.854323e-01
1.025999999999998e+00	9.864172e-01
1.026999999999998e+00	9.874021e-01
1.027999999999998e+00	9.883869e-01
1.028999999999997e+00	9.893718e-01
1.029999999999997e+00	9.903567e-01
1.030999999999997e+00	9.913415e-01
1.031999999999997e+00	9.923264e-01
1.032999999999997e+00	9.933113e-01
1.033999999999997e+00	9.942961e-01
1.034999999999997e+00	9.952810e-01
1.035999999999997e+00	9.962658e-01
1.036999999999997e+00	9.972507e-01
1.037999999999996e+00	9.982355e-01
1.038999999999996e+00	9.992204e-01
1.039999999999996e+00	1.000205e+00
1.040999999999996e+00	1.001190e+00
1.041999999999996e+00	1.002175e+00
1.042999999999996e+00	1.003160e+00
1.043999999999996e+00	1.004145e+00
1.044999999999996e+00	1.005129e+00
1.045999999999996e+00	1.006114e+00
1.046999999999995e+00	1.007099e+00
1.047999999999995e+00	1.008084e+00
1.048999999999995e+00	1.009069e+00
1.049999999999995e+00	1.010053e+00
1.050999999999995e+00	1.011038e+00
1.051999999999995e+00	1.012023e+00
1.052999999999995e+00	1.013008e+00
1.053999999999995e+00	1.013993e+00
1.054999999999995e+00	1.014977e+00
1.055999999999994e+00	1.015962e+00
1.056999999999994e+00	1.016947e+00
1.057999999999994e+00	1.017932e+00
1.058999999999994e+00	1.018917e+00
1.059999999999994e+00	1.019901e+00
1.060999999999994e+00	1.020886e+00
1.061999999999994e+00	1.021871e+00
1.062999999999994e+00	1.022856e+00
1.063999999999994e+00	1.023840e+00
1.064999999999994e+00	1.024825e+00
1.065999999999993e+00	1.025810e+00
1.066999999999993e+00	1.026795e+00
1.067999999999993e+00	1.027779e+00
1.068999999999993e+00	1.028764e+00
1.069999999999993e+00	1.029749e+00
1.070999999999993e+00	1.030734e+00
1.071999999999993e+00	1.031718e+00
1.072999999999993e+00	1.032703e+00
1.073999999999993e+00	1.033688e+00
1.074999999999992e+00	1.034673e+00
1.075999999999992e+00	1.035657e+00
1.076999999999992e+00	1.036642e+00
1.077999999999992e+00	1.037627e+00
1.078999999999992e+00	1.038612e+00
1.079999999999992e+00	1.039596e+00
1.080999999999992e+00	1.040581e+00
1.081999999999992e+00	1.041566e+00
1.082999999999992e+00	1.042550e+00
1.083999999999991e+00	1.043535e+00
1.084999999999991e+00	1.044520e+00
1.085999999999991e+00	1.045504e+00
1.086999999999991e+00	1.046489e+00
1.087999999999991e+00	1.047474e+00
1.088999999999991e+00	1.048458e+00
1.089999999999991e+00	1.049443e+00
1.090999999999991e+00	1.050428e+00
1.091999999999991e+00	1.051412e+00
1.092999999999990e+00	1.052397e+00
1.093999999999990e+00	1.053382e+00
1.094999999999990e+00	1.054366e+00
1.095999999999990e+00	1.055351e+00
1.096999999999990e+00	1.056336e+00
1.097999999999990e+00	1.057320e+00
1.098999999999990e+00	1.058305e+00
1.099999999999990e+00	1.059290e+00
1.100999999999990e+00	1.060274e+00
1.101999999999989e+00	1.061259e+00
1.102999999999989e+00	1.062244e+00
1.103999999999989e+00	1.063228e+00
1.104999999999989e+00	1.064213e+00
1.105999999999989e+00	1.065198e+00
1.106999999999989e+00	1.066182e+00
1.107999999999989e+00	1.067167e+00
1.108999999999989e+00	1.068151e+00
1.109999999999989e+00	1.069136e+00
1.110999999999988e+00	1.070121e+00
1.111999999999988e+00	1.071105e+00
1.112999999999988e+00	1.072090e+00
1.113999999999988e+00	1.073074e+00
1.114999999999988e+00	1.074059e+00
1.115999999999988e+00	1.075044e+00
1.116999999999988e+00	1.076028e+00
1.117999999999988e+00	1.077013e+00
1.118999999999988e+00	1.077997e+00
1.119999999999987e+00	1.078982e+00
1.120999999999987e+00	1.079967e+00
1.121999999999987e+00	1.080951e+00
1.122999999999987e+00	1.081936e+00
1.123999999999987e+00	1.082920e+00
1.124999999999987e+00	1.083905e+00
1.125999999999987e+00	1.084889e+00
1.126999999999987e+00	1.085874e+00
1.127999999999987e+00	1.086859e+00
1.128999999999986e+00	1.087843e+00
1.129999999999986e+00	1.088828e+00
1.130999999999986e+00	1.089812e+00
1.131999999999986e+00	1.090797e+00
1.132999999999986e+00	1.091781e+00
1.133999999999986e+00	1.092766e+00
1.134999999999986e+00	1.093750e+00
1.135999999999986e+00	1.094735e+00
1.136999999999986e+00	1.095719e+00
1.137999999999985e+00	1.096704e+00
1.138999999999985e+00	1.097688e+00
1.139999999999985e+00	1.098673e+00
1.140999999999985e+00	1.099657e+00
1.141999999999985e+00	1.100642e+00
1.142999999999985e+00	1.101626e+00
1.143999999999985e+00	1.102611e+00
1.144999999999985e+00	1.103595e+00
1.145999999999985e+00	1.104580e+00
1.146999999999984e+00	1.105564e+00
1.147999999999984e+00	1.106549e+00
1.148999999999984e+00	1.107533e+00
1.149999999999984e+00	1.108518e+00
1.150999999999984e+00	1.109502e+00
1.151999999999984e+00	1.110487e+00
1.152999999999984e+00	1.111471e+00
1.153999999999984e+00	1.112456e+00
1.154999999999984e+00	1.113440e+00
1.155999999999983e+00	1.114425e+00
1.156999999999983e+00	1.115409e+00
1.157999999999983e+00	1.116394e+00
1.158999999999983e+00	1.117378e+00
1.159999999999983e+00	1.118362e+00
1.160999999999983e+00	1.119347e+00
1.161999999999983e+00	1.120331e+00
1.162999999999983e+00	1.121316e+00
1.163999999999983e+00	1.122300e+00
1.164999999999982e+00	1.123285e+00
1.165999999999982e+00	1.124269e+00
1.166999999999982e+00	1.125253e+00
1.167999999999982e+00	1.126238e+00
1.168999999999982e+00	1.127222e+00
1.169999999999982e+00	1.128207e+00
1.170999999999982e+00	1.129191e+00
1.171999999999982e+00	1.130175e+00
1.172999999999982e+00	1.131160e+00
1.173999999999982e+00	1.132144e+00
1.174999999999981e+00	1.133129e+00
1.175999999999981e+00	1.134113e+00
1.176999999999981e+00	1.135097e+00
1.177999999999981e+00	1.136082e+00
1.178999999999981e+00	1.137066e+00
1.179999999999981e+00	1.138050e+00
1.180999999999981e+00	1.139035e+00
1.181999999999981e+00	1.140019e+00
1.182999999999981e+00	1.141003e+00
1.183999999999980e+00	1.141988e+00
1.184999999999980e+00	1.142972e+00
1.185999999999980e+00	1.143957e+00
1.186999999999980e+00	1.144941e+00
1.187999999999980e+00	1.145925e+00
1.188999999999980e+00	1.146910e+00
1.189999999999980e+00	1.147894e+00
1.190999999999980e+00	1.148878e+00
1.191999999999980e+00	1.149863e+00
1.192999999999979e+00	1.150847e+00
1.193999999999979e+00	1.151831e+00
1.194999999999979e+00	1.152815e+00
1.195999999999979e+00	1.153800e+00
1.196999999999979e+00	1.154784e+00
1.197999999999979e+00	1.155768e+00
1.198999999999979e+00	1.156753e+00
1.199999999999979e+00	1.157737e+00
1.200999999999979e+00	1.158721e+00
1.201999999999978e+00	1.159706e+00
1.202999999999978e+00	1.160690e+00
1.203999999999978e+00	1.161674e+00
1.204999999999978e+00	1.162658e+00
1.205999999999978e+00	1.163643e+00
1.206999999999978e+00	1.164627e+00
1.207999999999978e+00	1.165611e+00
1.208999999999978e+00	1.166595e+00
1.209999999999978e+00	1.167580e+00
1.210999999999977e+00	1.168564e+00
1.211999999999977e+00	1.169548e+00
1.212999999999977e+00	1.170532e+00
1.213999999999977e+00	1.171517e+00
1.214999999999977e+00	1.172501e+00
1.215999999999977e+00	1.173485e+00
1.216999999999977e+00	1.174469e+00
1.217999999999977e+00	1.175454e+00
1.218999999999977e+00	1.176438e+00
1.219999999999976e+00	1.177422e+00
1.220999999999976e+00	1.178406e+00
1.221999999999976e+00	1.179390e+00
1.222999999999976e+00	1.180375e+00
1.223999999999976e+00	1.181359e+00
1.224999999999976e+00	1.182343e+00
1.225999999999976e+00	1.183327e+00
1.226999999999976e+00	1.184312e+00
1.227999999999976e+00	1.185296e+00
1.228999999999975e+00	1.186280e+00
1.229999999999975e+00	1.187264e+00
1.230999999999975e+00	1.188248e+00
1.231999999999975e+00	1.189232e+00
1.232999999999975e+00	1.190217e+00
1.233999999999975e+00	1.191201e+00
1.234999999999975e+00	1.192185e+00
1.235999999999975e+00	1.193169e+00
1.236999999999975e+00	1.194153e+00
1.237999999999974e+00	1.195137e+00
1.238999999999974e+00	1.196121e+00
1.239999999999974e+00	1.197106e+00
1.240999999999974e+00	1.198090e+00
1.241999999999974e+00	1.199074e+00
1.242999999999974e+00	1.200058e+00
1.243999999999974e+00	1.201042e+00
1.244999999999974e+00	1.202026e+00
1.245999999999974e+00	1.203010e+00
1.246999999999973e+00	1.203994e+00
1.247999999999973e+00	1.204978e+00
1.248999999999973e+00	1.205963e+00
1.249999999999973e+00	1.206947e+00
1.250999999999973e+00	1.207931e+00
1.251999999999973e+00	1.208915e+00
1.252999999999973e+00	1.209899e+00
1.253999999999973e+00	1.210883e+00
1.254999999999973e+00	1.211867e+00
1.255999999999972e+00	1.212851e+00
1.256999999999972e+00	1.213835e+00
1.257999999999972e+00	1.214819e+00
1.258999999999972e+00	1.215803e+00
1.259999999999972e+00	1.216787e+00
1.260999999999972e+00	1.217771e+00
1.261999999999972e+00	1.218755e+00
1.262999999999972e+00	1.219740e+00
1.263999999999972e+00	1.220724e+00
1.264999999999971e+00	1.221708e+00
1.265999999999971e+00	1.222692e+00
1.266999999999971e+00	1.223676e+00
1.267999999999971e+00	1.224660e+00
1.268999999999971e+00	1.225644e+00
1.269999999999971e+00	1.226628e+00
1.270999999999971e+00	1.227612e+00
1.271999999999971e+00	1.228596e+00
1.272999999999971e+00	1.229580e+00
1.273999999999970e+00	1.230564e+00
1.274999999999970e+00	1.231548e+00
1.275999999999970e+00	1.232532e+00
1.276999999999970e+00	1.233516e+00
1.277999999999970e+00	1.234500e+00
1.278999999999970e+00	1.235484e+00
1.279999999999970e+00	1.236468e+00
1.280999999999970e+00	1.237452e+00
1.281999999999970e+00	1.238436e+00
1.282999999999969e+00	1.239419e+00
1.283999999999969e+00	1.240403e+00
1.284999999999969e+00	1.241387e+00
1.285999999999969e+00	1.242371e+00
1.286999999999969e+00	1.243355e+00
1.287999999999969e+00	1.244339e+00
1.288999999999969e+00	1.245323e+00
1.289999999999969e+00	1.246307e+00
1.290999999999969e+00	1.247291e+00
1.291999999999969e+00	1.248275e+00
1.292999999999968e+00	1.249259e+00
1.293999999999968e+00	1.250243e+00
1.294999999999968e+00	1.251227e+00
1.295999999999968e+00	1.252210e+00
1.296999999999968e+00	1.253194e+00
1.297999999999968e+00	1.254178e+00
1.298999999999968e+00	1.255162e+00
1.299999999999968e+00	1.256146e+00
1.300999999999968e+00	1.257130e+00
1.301999999999967e+00	1.258114e+00
1.302999999999967e+00	1.259098e+00
1.303999999999967e+00	1.260082e+00
1.304999999999967e+00	1.261065e+00
1.305999999999967e+00	1.262049e+00
1.306999999999967e+00	1.263033e+00
1.307999999999967e+00	1.264017e+00
1.308999999999967e+00	1.265001e+00
1.309999999999967e+00	1.265985e+00
1.310999999999966e+00	1.266968e+00
1.311999999999966e+00	1.267952e+00
1.312999999999966e+00	1.268936e+00
1.313999999999966e+00	1.269920e+00
1.314999999999966e+00	1.270904e+00
1.315999999999966e+00	1.271887e+00
1.316999999999966e+00	1.272871e+00
1.317999999999966e+00	1.273855e+00
1.318999999999966e+00	1.274839e+00
1.319999999999965e+00	1.275823e+00
1.320999999999965e+00	1.276806e+00
1.321999999999965e+00	1.277790e+00
1.322999999999965e+00	1.278774e+00
1.323999999999965e+00	1.279758e+00
1.324999999999965e+00	1.280742e+00
1.325999999999965e+00	1.281725e+00
1.326999999999965e+00	1.282709e+00
1.327999999999965e+00	1.283693e+00
1.328999999999964e+00	1.284677e+00
1.329999999999964e+00	1.285660e+00
1.330999999999964e+00	1.286644e+00
1.331999999999964e+00	1.287628e+00
1.332999999999964e+00	1.288612e+00
1.333999999999964e+00	1.289595e+00
1.334999999999964e+00	1.290579e+00
1.335999999999964e+00	1.291563e+00
1.336999999999964e+00	1.292546e+00
1.337999999999963e+00	1.293530e+00
1.338999999999963e+00	1.294514e+00
1.339999999999963e+00	1.295497e+00
1.340999999999963e+00	1.296481e+00
1.341999999999963e+00	1.297465e+00
1.342999999999963e+00	1.298448e+00
1.343999999999963e+00	1.299432e+00
1.344999999999963e+00	1.300416e+00
1.345999999999963e+00	1.301399e+00
1.346999999999962e+00	1.302383e+00
1.347999999999962e+00	1.303367e+00
1.348999999999962e+00	1.304350e+00
1.349999999999962e+00	1.305334e+00
1.350999999999962e+00	1.306318e+00
1.351999999999962e+00	1.307301e+00
1.352999999999962e+00	1.308285e+00
1.353999999999962e+00	1.309269e+00
1.354999999999962e+00	1.310252e+00
1.355999999999961e+00	1.311236e+00
1.356999999999961e+00	1.312220e+00
1.357999999999961e+00	1.313203e+00
1.358999999999961e+00	1.314187e+00
1.359999999999961e+00	1.315170e+00
1.360999999999961e+00	1.316154e+00
1.361999999999961e+00	1.317137e+00
1.362999999999961e+00	1.318121e+00
1.363999999999961e+00	1.319105e+00
1.364999999999960e+00	1.320088e+00
1.365999999999960e+00	1.321072e+00
1.366999999999960e+00	1.322055e+00
1.367999999999960e+00	1.323039e+00
1.368999999999960e+00	1.324022e+00
1.369999999999960e+00	1.325006e+00
1.370999999999960e+00	1.325989e+00
1.371999999999960e+00	1.326973e+00
1.372999999999960e+00	1.327957e+00
1.373999999999959e+00	1.328940e+00
1.374999999999959e+00	1.329924e+00
1.375999999999959e+00	1.330907e+00
1.376999999999959e+00	1.331891e+00
1.377999999999959e+00	1.332874e+00
1.378999999999959e+00	1.333858e+00
1.379999999999959e+00	1.334841e+00
1.380999999999959e+00	1.335825e+00
1.381999999999959e+00	1.336808e+00
1.382999999999958e+00	1.337792e+00
1.383999999999958e+00	1.338775e+00
1.384999999999958e+00	1.339759e+00
1.385999999999958e+00	1.340742e+00
1.386999999999958e+00	1.341725e+00
1.387999999999958e+00	1.342709e+00
1.388999999999958e+00	1.343692e+00
1.389999999999958e+00	1.344676e+00
1.390999999999958e+00	1.345659e+00
1.391999999999957e+00	1.346643e+00
1.392999999999957e+00	1.347626e+00
1.393999999999957e+00	1.348609e+00
1.394999999999957e+00	1.349593e+00
1.395999999999957e+00	1.350576e+00
1.396999999999957e+00	1.351560e+00
1.397999999999957e+00	1.352543e+00
1.398999999999957e+00	1.353526e+00
1.399999999999957e+00	1.354510e+00
1.400999999999957e+00	1.355493e+00
1.401999999999956e+00	1.356477e+00
1.402999999999956e+00	1.357460e+00
1.403999999999956e+00	1.358443e+00
1.404999999999956e+00	1.359427e+00
1.405999999999956e+00	1.360410e+00
1.406999999999956e+00	1.361393e+00
1.407999999999956e+00	1.362377e+00
1.408999999999956e+00	1.363360e+00
1.409999999999956e+00	1.364343e+00
1.410999999999955e+00	1.365327e+00
1.411999999999955e+00	1.366310e+00
1.412999999999955e+00	1.367293e+00
1.413999999999955e+00	1.368276e+00
1.414999999999955e+00	1.369260e+00
1.415999999999955e+00	1.370243e+00
1.416999999999955e+00	1.371226e+00
1.417999999999955e+00	1.372210e+00
1.418999999999955e+00	1.373193e+00
1.419999999999954e+00	1.374176e+00
1.420999999999954e+00	1.375159e+00
1.421999999999954e+00	1.376143e+00
1.422999999999954e+00	1.377126e+00
1.423999999999954e+00	1.378109e+00
1.424999999999954e+00	1.379092e+00
1.425999999999954e+00	1.380076e+00
1.426999999999954e+00	1.381059e+00
1.427999999999954e+00	1.382042e+00
1.428999999999953e+00	1.383025e+00
1.429999999999953e+00	1.384008e+00
1.430999999999953e+00	1.384992e+00
1.431999999999953e+00	1.385975e+00
1.432999999999953e+00	1.386958e+00
1.433999999999953e+00	1.387941e+00
1.434999999999953e+00	1.388924e+00
1.435999999999953e+00	1.389907e+00
1.436999999999953e+00	1.390891e+00
1.437999999999952e+00	1.391874e+00
1.438999999999952e+00	1.392857e+00
1.439999999999952e+00	1.393840e+00
1.440999999999952e+00	1.394823e+00
1.441999999999952e+00	1.395806e+00
1.442999999999952e+00	1.396789e+00
1.443999999999952e+00	1.397772e+00
1.444999999999952e+00	1.398756e+00
1.445999999999952e+00	1.399739e+00
1.446999999999951e+00	1.400722e+00
1.447999999999951e+00	1.401705e+00
1.448999999999951e+00	1.402688e+00
1.449999999999951e+00	1.403671e+00
1.450999999999951e+00	1.404654e+00
1.451999999999951e+00	1.405637e+00
1.452999999999951e+00	1.406620e+00
1.453999999999951e+00	1.407603e+00
1.454999999999951e+00	1.408586e+00
1.455999999999950e+00	1.409569e+00
1.456999999999950e+00	1.410552e+00
1.457999999999950e+00	1.411535e+00
1.458999999999950e+00	1.412518e+00
1.459999999999950e+00	1.413501e+00
1.460999999999950e+00	1.414484e+00
1.461999999999950e+00	1.415467e+00
1.462999999999950e+00	1.416450e+00
1.463999999999950e+00	1.417433e+00
1.464999999999949e+00	1.418416e+00
1.465999999999949e+00	1.419399e+00
1.466999999999949e+00	1.420382e+00
1.467999999999949e+00	1.421364e+00
1.468999999999949e+00	1.422347e+00
