Title: *include sf.spice
Date: Wed Oct 11 20:10:01  2023
Plotname: Transient Analysis
Flags: real
No. Variables: 2
No. Points: 1129
Variables:
	0	time	time
	1	v(vout)	voltage
Values:
 319	2.751054834438319e-07
	1.786430093026319e+00

 320	2.761054834438320e-07
	1.786283635865994e+00

 321	2.771054834438320e-07
	1.786137192957020e+00

 322	2.781054834438320e-07
	1.785990764090088e+00

 323	2.791054834438320e-07
	1.785844349366502e+00

 324	2.801054834438320e-07
	1.785697948578018e+00

 325	2.811054834438321e-07
	1.785551561826936e+00

 326	2.821054834438321e-07
	1.785405188906043e+00

 327	2.831054834438321e-07
	1.785258829918604e+00

 328	2.841054834438321e-07
	1.785112484658408e+00

 329	2.851054834438322e-07
	1.784966153229651e+00

 330	2.861054834438322e-07
	1.784819835427097e+00

 331	2.871054834438322e-07
	1.784673531355849e+00

 332	2.881054834438322e-07
	1.784527240811616e+00

 333	2.891054834438322e-07
	1.784380963900378e+00

 334	2.901054834438323e-07
	1.784234700418761e+00

 335	2.911054834438323e-07
	1.784088450473598e+00

 336	2.921054834438323e-07
	1.783942213862409e+00

 337	2.931054834438323e-07
	1.783795990692852e+00

 338	2.941054834438324e-07
	1.783649780763313e+00

 339	2.951054834438324e-07
	1.783503584182254e+00

 340	2.961054834438324e-07
	1.783357400748905e+00

 341	2.971054834438324e-07
	1.783211230572506e+00

 342	2.981054834438324e-07
	1.783065073453109e+00

 343	2.991054834438325e-07
	1.782918929500707e+00

 344	3.000000000000000e-07
	1.782788212298088e+00

 345	3.001000000000000e-07
	1.783066255563538e+00

 346	3.003000000000001e-07
	1.783622253431860e+00

 347	3.007000000000000e-07
	1.784734251071619e+00

 348	3.015000000000000e-07
	1.787005733425453e+00

 349	3.020000000000000e-07
	1.794555192097999e+00

 350	3.021000000000000e-07
	1.795155859947109e+00

 351	3.023000000000001e-07
	1.796220793822426e+00

 352	3.027000000000000e-07
	1.797700647666259e+00

 353	3.035000000000000e-07
	1.799165224840478e+00

 354	3.045000000000001e-07
	1.799720401765414e+00

 355	3.055000000000001e-07
	1.799846609419163e+00

 356	3.065000000000001e-07
	1.799875375123469e+00

 357	3.075000000000001e-07
	1.799881940981744e+00

 358	3.085000000000001e-07
	1.799883452231834e+00

 359	3.095000000000002e-07
	1.799883802361353e+00

 360	3.105000000000002e-07
	1.799883887146047e+00

 361	3.115000000000002e-07
	1.799883911335294e+00

 362	3.125000000000002e-07
	1.799883921661859e+00

 363	3.135000000000003e-07
	1.799883928787605e+00

 364	3.145000000000003e-07
	1.799883935146622e+00

 365	3.155000000000003e-07
	1.799883941293531e+00

 366	3.165000000000003e-07
	1.799883947356513e+00

 367	3.175000000000003e-07
	1.799883953364108e+00

 368	3.185000000000004e-07
	1.799883959324458e+00

 369	3.195000000000004e-07
	1.799883965238702e+00

 370	3.205000000000004e-07
	1.799883971108716e+00

 371	3.215000000000004e-07
	1.799883976934191e+00

 372	3.225000000000005e-07
	1.799883982716659e+00

 373	3.235000000000005e-07
	1.799883988455717e+00

 374	3.245000000000005e-07
	1.799883994152855e+00

 375	3.255000000000005e-07
	1.799883999807652e+00

 376	3.265000000000005e-07
	1.799884005421578e+00

 377	3.275000000000006e-07
	1.799884010994190e+00

 378	3.285000000000006e-07
	1.799884016526942e+00

 379	3.295000000000006e-07
	1.799884022019373e+00

 380	3.305000000000006e-07
	1.799884027472919e+00

 381	3.315000000000007e-07
	1.799884032887102e+00

 382	3.325000000000007e-07
	1.799884038263341e+00

 383	3.335000000000007e-07
	1.799884043601141e+00

 384	3.345000000000007e-07
	1.799884048901906e+00

 385	3.355000000000007e-07
	1.799884054165124e+00

 386	3.365000000000008e-07
	1.799884059392183e+00

 387	3.375000000000008e-07
	1.799884064582561e+00

 388	3.385000000000008e-07
	1.799884069737625e+00

 389	3.395000000000008e-07
	1.799884074856838e+00

 390	3.405000000000009e-07
	1.799884079941557e+00

 391	3.415000000000009e-07
	1.799884084991230e+00

 392	3.425000000000009e-07
	1.799884090007200e+00

 393	3.435000000000009e-07
	1.799884094988898e+00

 394	3.445000000000009e-07
	1.799884099937659e+00

 395	3.455000000000010e-07
	1.799884104852900e+00

 396	3.465000000000010e-07
	1.799884109735941e+00

 397	3.475000000000010e-07
	1.799884114586187e+00

 398	3.485000000000010e-07
	1.799884119404947e+00

 399	3.495000000000011e-07
	1.799884124191615e+00

 400	3.505000000000011e-07
	1.799884128947488e+00

 401	3.515000000000011e-07
	1.799884133671946e+00

 402	3.520000000000000e-07
	1.799884136023025e+00

 403	3.521000000000000e-07
	1.798106496199110e+00

 404	3.523000000000001e-07
	1.795314899365777e+00

 405	3.527000000000000e-07
	1.793524752116045e+00

 406	3.535000000000000e-07
	1.791062610941520e+00

 407	3.540000000000000e-07
	1.789526428865833e+00

 408	3.540736989393489e-07
	1.789515708757592e+00

 409	3.542210968180466e-07
	1.789494178209712e+00

 410	3.545158925754421e-07
	1.789451117734732e+00

 411	3.551054840902330e-07
	1.789364999848878e+00

 412	3.561054840902331e-07
	1.789218945065818e+00

 413	3.571054840902331e-07
	1.789072901618168e+00

 414	3.581054840902331e-07
	1.788926869320241e+00

 415	3.591054840902331e-07
	1.788780848297187e+00

 416	3.601054840902331e-07
	1.788634838363753e+00

 417	3.611054840902332e-07
	1.788488839645468e+00

 418	3.621054840902332e-07
	1.788342851957507e+00

 419	3.631054840902332e-07
	1.788196875425767e+00

 420	3.641054840902332e-07
	1.788050909865839e+00

 421	3.651054840902332e-07
	1.787904955403981e+00

 422	3.661054840902333e-07
	1.787759011856193e+00

 423	3.671054840902333e-07
	1.787613079349085e+00

 424	3.681054840902333e-07
	1.787467157699061e+00

 425	3.691054840902333e-07
	1.787321247033074e+00

 426	3.701054840902334e-07
	1.787175347167921e+00

 427	3.711054840902334e-07
	1.787029458230894e+00

 428	3.721054840902334e-07
	1.786883580039176e+00

 429	3.731054840902334e-07
	1.786737712720385e+00

 430	3.741054840902334e-07
	1.786591856092087e+00

 431	3.751054840902335e-07
	1.786446010282220e+00

 432	3.761054840902335e-07
	1.786300175108723e+00

 433	3.771054840902335e-07
	1.786154350699850e+00

 434	3.781054840902335e-07
	1.786008536873905e+00

 435	3.791054840902336e-07
	1.785862733759451e+00

 436	3.801054840902336e-07
	1.785716941175151e+00

 437	3.811054840902336e-07
	1.785571159249868e+00

 438	3.821054840902336e-07
	1.785425387802619e+00

 439	3.831054840902336e-07
	1.785279626962563e+00

 440	3.841054840902337e-07
	1.785133876549063e+00

 441	3.851054840902337e-07
	1.784988136691567e+00

 442	3.861054840902337e-07
	1.784842407209780e+00

 443	3.871054840902337e-07
	1.784696688233433e+00

 444	3.881054840902338e-07
	1.784550979582563e+00

 445	3.891054840902338e-07
	1.784405281387182e+00

 446	3.901054840902338e-07
	1.784259593467653e+00

 447	3.911054840902338e-07
	1.784113915954262e+00

 448	3.921054840902338e-07
	1.783968248667697e+00

 449	3.931054840902339e-07
	1.783822591738508e+00

 450	3.941054840902339e-07
	1.783676944987702e+00

 451	3.951054840902339e-07
	1.783531308546090e+00

 452	3.961054840902339e-07
	1.783385682234994e+00

 453	3.971054840902340e-07
	1.783240066185479e+00

 454	3.981054840902340e-07
	1.783094460219173e+00

 455	3.991054840902340e-07
	1.782948864467396e+00

 456	4.000000000000000e-07
	1.782818635248609e+00

 457	4.001000000000000e-07
	1.783096732907308e+00

 458	4.003000000000001e-07
	1.783652839514559e+00

 459	4.007000000000000e-07
	1.784765054343388e+00

 460	4.015000000000000e-07
	1.787036963785221e+00

 461	4.020000000000000e-07
	1.794578865364797e+00

 462	4.021000000000000e-07
	1.795176887458189e+00

 463	4.023000000000000e-07
	1.796237140549027e+00

 464	4.027000000000000e-07
	1.797710525966987e+00

 465	4.035000000000000e-07
	1.799168744665513e+00

 466	4.045000000000001e-07
	1.799721527551001e+00

 467	4.055000000000001e-07
	1.799847191769639e+00

 468	4.065000000000001e-07
	1.799875832193880e+00

 469	4.075000000000001e-07
	1.799882367824960e+00

 470	4.085000000000001e-07
	1.799883870436930e+00

 471	4.095000000000002e-07
	1.799884216928263e+00

 472	4.105000000000002e-07
	1.799884299229319e+00

 473	4.115000000000002e-07
	1.799884321209625e+00

 474	4.125000000000002e-07
	1.799884329401107e+00

 475	4.135000000000003e-07
	1.799884334419734e+00

 476	4.145000000000003e-07
	1.799884338688999e+00

 477	4.155000000000003e-07
	1.799884342761004e+00

 478	4.165000000000003e-07
	1.799884346763222e+00

 479	4.175000000000003e-07
	1.799884350723930e+00

 480	4.185000000000004e-07
	1.799884354651081e+00

 481	4.195000000000004e-07
	1.799884358545675e+00

 482	4.205000000000004e-07
	1.799884362409430e+00

 483	4.215000000000004e-07
	1.799884366241909e+00

 484	4.225000000000005e-07
	1.799884370044489e+00

 485	4.235000000000005e-07
	1.799884373816643e+00

 486	4.245000000000005e-07
	1.799884377559719e+00

 487	4.255000000000005e-07
	1.799884381273169e+00

 488	4.265000000000005e-07
	1.799884384958325e+00

 489	4.275000000000006e-07
	1.799884388614627e+00

 490	4.285000000000006e-07
	1.799884392243390e+00

 491	4.295000000000006e-07
	1.799884395844041e+00

 492	4.305000000000006e-07
	1.799884399417883e+00

 493	4.315000000000007e-07
	1.799884402964327e+00

 494	4.325000000000007e-07
	1.799884406484664e+00

 495	4.335000000000007e-07
	1.799884409978292e+00

 496	4.345000000000007e-07
	1.799884413446488e+00

 497	4.355000000000007e-07
	1.799884416888641e+00

 498	4.365000000000008e-07
	1.799884420306016e+00

 499	4.375000000000008e-07
	1.799884423697989e+00

 500	4.385000000000008e-07
	1.799884427065813e+00

 501	4.395000000000008e-07
	1.799884430408853e+00

 502	4.405000000000009e-07
	1.799884433728351e+00

 503	4.415000000000009e-07
	1.799884437023661e+00

 504	4.425000000000009e-07
	1.799884440296014e+00

 505	4.435000000000009e-07
	1.799884443544755e+00

 506	4.445000000000009e-07
	1.799884446771105e+00

 507	4.455000000000010e-07
	1.799884449974396e+00

 508	4.465000000000010e-07
	1.799884453155842e+00

 509	4.475000000000010e-07
	1.799884456314766e+00

 510	4.485000000000010e-07
	1.799884459452370e+00

 511	4.495000000000011e-07
	1.799884462567970e+00

 512	4.505000000000011e-07
	1.799884465662759e+00

 513	4.515000000000011e-07
	1.799884468736043e+00

 514	4.520000000000000e-07
	1.799884470265219e+00

 515	4.521000000000000e-07
	1.798106852569178e+00

 516	4.523000000000000e-07
	1.795315321166117e+00

 517	4.527000000000000e-07
	1.793525342154364e+00

 518	4.535000000000000e-07
	1.791063535432824e+00

