time	V(clk_amp)	V(clk_double)	V(clk_load)	V(clk_sample)	V(comp_out)
4.217902906656740e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.297684e-07
4.219115572952924e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.828211e-08
4.220718091274133e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.991642e-08
4.223209302425566e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.821922e-08
4.226927250048263e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.462439e-09
4.231366118536921e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.674273e-09
4.236248931036921e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.780105e-09
4.241131743536921e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.596115e-09
4.246014556036921e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.588078e-10
4.250897368536921e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.666463e-10
4.255780181036920e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.108829e-10
4.260662993536920e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.986713e-10
4.265545806036920e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.832954e-10
4.270428618536920e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.198762e-10
4.275311431036920e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.079728e-10
4.280194243536919e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.719301e-10
4.285077056036919e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.134147e-10
4.289959868536919e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.431596e-10
4.295666200726163e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.724076e-10
4.299653959226344e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.788116e-10
4.300000000100000e-06	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.300127e-04
4.300001024476268e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.089972e-04
4.300003073228802e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.318787e-05
4.300003568067524e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.493002e-04
