time,V(vinp),V(vout),V(vout_inv)
4.14237E-08,0.608,1.799987,0.07695445
4.14725E-08,0.608,1.799987,0.07641754
4.15213E-08,0.608,1.799987,0.07592243
4.15701E-08,0.608,1.799987,0.07546392
4.1619E-08,0.608,1.799987,0.0750379
4.16678E-08,0.608,1.799988,0.07464104
4.17166E-08,0.608,1.799988,0.07427055
4.17655E-08,0.608,1.799988,0.07392409
4.18143E-08,0.608,1.799988,0.07359966
4.18631E-08,0.608,1.799989,0.0732955
4.19119E-08,0.608,1.799989,0.07301005
4.19608E-08,0.608,1.799989,0.07274193
4.20096E-08,0.608,1.799989,0.07248988
4.20584E-08,0.608,1.799989,0.07225278
4.21073E-08,0.608,1.799989,0.07202959
4.21561E-08,0.608,1.799989,0.07181938
4.22049E-08,0.608,1.799989,0.07162127
4.22537E-08,0.608,1.79999,0.07143447
4.23026E-08,0.608,1.79999,0.07125823
4.23514E-08,0.608,1.79999,0.0710919
4.24002E-08,0.608,1.79999,0.07093482
4.24491E-08,0.608,1.79999,0.07078642
4.24979E-08,0.608,1.79999,0.07064615
4.25467E-08,0.608,1.799991,0.07051352
4.25955E-08,0.608,1.799991,0.07038804
4.26444E-08,0.608,1.799991,0.07026929
4.26932E-08,0.608,1.799991,0.07015686
4.2742E-08,0.608,1.799991,0.07005036
4.27909E-08,0.608,1.799991,0.06994943
4.28397E-08,0.608,1.799991,0.06985377
4.28885E-08,0.608,1.799991,0.06976303
4.29373E-08,0.608,1.799992,0.06967695
4.29862E-08,0.608,1.799992,0.06959525
4.3035E-08,0.608,1.799992,0.06951766
4.30838E-08,0.608,1.799992,0.06944397
4.31326E-08,0.608,1.799992,0.06937394
4.31815E-08,0.608,1.799992,0.06930736
4.32303E-08,0.608,1.799992,0.06924405
4.32791E-08,0.608,1.799992,0.06918381
4.3328E-08,0.608,1.799992,0.06912648
4.33768E-08,0.608,1.799993,0.06907187
4.34256E-08,0.608,1.799993,0.06901988
4.34744E-08,0.608,1.799993,0.06897032
4.35233E-08,0.608,1.799993,0.06892308
4.35721E-08,0.608,1.799993,0.06887802
4.36209E-08,0.608,1.799993,0.06883503
4.36698E-08,0.608,1.799993,0.068794
4.37186E-08,0.608,1.799993,0.06875484
4.37674E-08,0.608,1.799993,0.06871741
4.38162E-08,0.608,1.799993,0.06868166
4.38651E-08,0.608,1.799993,0.06864747
4.39139E-08,0.608,1.799994,0.06861478
4.39627E-08,0.608,1.799994,0.0685835
4.40116E-08,0.608,1.799994,0.06855357
4.40604E-08,0.608,1.799994,0.06852491
4.41092E-08,0.608,1.799994,0.06849746
4.4158E-08,0.608,1.799994,0.06847116
4.42069E-08,0.608,1.799994,0.06844594
4.42557E-08,0.608,1.799994,0.06842176
4.43045E-08,0.608,1.799994,0.06839857
4.43534E-08,0.608,1.799994,0.0683763
4.44022E-08,0.608,1.799994,0.06835493
4.4451E-08,0.608,1.799994,0.0683344
4.44998E-08,0.608,1.799994,0.06831469
4.45487E-08,0.608,1.799994,0.06829573
4.45975E-08,0.608,1.799995,0.06827752
4.46463E-08,0.608,1.799995,0.06825998
4.46951E-08,0.608,1.799995,0.06824313
4.4744E-08,0.608,1.799995,0.0682269
4.47928E-08,0.608,1.799995,0.06821128
4.48416E-08,0.608,1.799995,0.06819623
4.48905E-08,0.608,1.799995,0.06818174
4.49393E-08,0.608,1.800021,0.06816776
4.49512E-08,0.608,1.800012,0.06815429
4.49749E-08,0.608,1.799994,0.0681413
4.5E-08,0.608,1.79761,0.06812876
4.5E-08,0.5972,1.797611,0.06811826
4.5E-08,0.5756,1.797612,0.06811482
4.5E-08,0.5,1.797619,0.06810798
4.5E-08,0.5,1.797621,0.06795033
4.5E-08,0.5,1.797626,0.06794667
4.5E-08,0.5,1.797785,0.06793933
4.5E-08,0.5,1.797934,0.06792456
4.5E-08,0.5,1.798072,0.06791341
4.5E-08,0.5,1.7982,0.06791353
4.5E-08,0.5,1.798316,0.06791377
4.5E-08,0.5,1.798422,0.06792181
4.5E-08,0.5,1.798517,0.06792918
4.50001E-08,0.5,1.799038,0.06793589
4.50002E-08,0.5,1.799564,0.06794193
4.50003E-08,0.5,1.799897,0.0679473
4.50007E-08,0.5,1.799996,0.067952
4.50013E-08,0.5,1.800009,0.06795604
4.50026E-08,0.5,1.800039,0.06797558
4.50052E-08,0.5,1.800112,0.06798463
4.50105E-08,0.5,1.800251,0.06796848
4.5021E-08,0.5,1.800418,0.06794638
4.50309E-08,0.5,1.800506,0.06808174
4.50402E-08,0.5,1.800572,0.06917718
4.50498E-08,0.5,1.800534,0.0753475
4.50621E-08,0.5,1.798915,0.101264
4.50767E-08,0.5,1.780044,0.1774151
4.50943E-08,0.5,1.495667,0.2608933
4.51074E-08,0.5,0.8690883,0.3419419
4.51201E-08,0.5,0.2286809,0.4258587
4.51321E-08,0.5,0.01046463,0.5292498
4.51443E-08,0.5,0.002500575,0.6480199
4.51566E-08,0.5,0.00163848,0.7748681
4.51812E-08,0.5,0.000866709,0.8500444
4.523E-08,0.5,0.000642008,0.9176698
4.52788E-08,0.5,0.000138085,0.9949555
4.53276E-08,0.5,1.35709E-05,1.081439
4.53764E-08,0.5,1.67039E-06,1.166283
4.54205E-08,0.5,5.01662E-06,1.325886
4.54693E-08,0.5,3.06318E-07,1.592589
4.55182E-08,0.5,1.26331E-06,1.752135
4.5567E-08,0.5,3.76109E-07,1.798993
4.56158E-08,0.5,6.94214E-07,1.800107
4.56646E-08,0.5,3.82832E-07,1.799768
4.57135E-08,0.5,5.22865E-07,1.80006
4.57623E-08,0.5,3.70725E-07,1.79996
4.586E-08,0.5,3.53568E-07,1.800015
4.59576E-08,0.5,3.35611E-07,1.799987
4.60553E-08,0.5,3.18047E-07,1.800002
4.62017E-08,0.5,3.65239E-07,1.799995
4.63482E-08,0.5,2.70113E-07,1.799999
4.64947E-08,0.5,3.15413E-07,1.799998
4.66412E-08,0.5,2.29149E-07,1.799998
4.67877E-08,0.5,2.72645E-07,1.799998
4.69342E-08,0.5,1.94254E-07,1.799998
4.70597E-08,0.5,1.97337E-07,1.799998
4.71853E-08,0.5,1.95744E-07,1.799998
4.73108E-08,0.5,1.89477E-07,1.799998
4.74364E-08,0.5,1.78534E-07,1.799998
4.7562E-08,0.5,1.62915E-07,1.799998
4.76875E-08,0.5,1.42621E-07,1.799998
4.78131E-08,0.5,1.17652E-07,1.799998
4.80084E-08,0.5,1.17463E-07,1.799998
4.82037E-08,0.5,1.14245E-07,1.799998
4.8399E-08,0.5,1.07999E-07,1.799998
4.85943E-08,0.5,9.8724E-08,1.799999
4.87896E-08,0.5,8.64207E-08,1.799999
4.8985E-08,0.5,7.1089E-08,1.799999
4.91803E-08,0.5,5.27289E-08,1.799999
4.98639E-08,0.5,3.47864E-08,1.799999
4.99127E-08,0.5,-4.98287E-07,1.799999
4.99512E-08,0.5,-5.26259E-07,1.799999
0.00000005,0.5,2.09487E-06,1.799999
,,,1.799999
,,,1.799999
,,,1.799999
,,,1.799999
,,,1.799999
