time,V(clk_amp),V(clk_double),V(clk_load),V(clk_sample),V(comp_out)
9.00972E-07,0,3,0,0,1.00514E-09
9.05855E-07,0,3,0,0,1.00514E-09
9.10738E-07,0,3,0,0,1.00514E-09
9.15621E-07,0,3,0,0,1.00514E-09
9.20504E-07,0,3,0,0,1.00514E-09
9.25386E-07,0,3,0,0,1.00514E-09
9.30269E-07,0,3,0,0,1.00514E-09
9.35152E-07,0,3,0,0,1.00514E-09
9.40035E-07,0,3,0,0,1.00514E-09
9.44918E-07,0,3,0,0,9.40245E-10
9.45117E-07,0,3,0,0,9.71082E-10
9.45516E-07,0,3,0,0,1.02177E-09
9.46314E-07,0,3,0,0,9.96922E-10
9.47909E-07,0,3,0,0,1.00708E-09
0.00000095,0,3,0,0,3.81674E-09
9.50006E-07,0,3,3,0,2.93094E-09
9.50019E-07,0,3,3,0,8.08154E-10
9.50022E-07,0,3,3,0,8.4481E-10
9.50026E-07,0,3,3,0,9.88879E-10
9.50034E-07,0,3,3,0,9.809E-10
9.50049E-07,0,3,3,0,9.92075E-10
9.50071E-07,0,3,3,0,1.0039E-09
9.50095E-07,0,3,3,0,1.01023E-09
9.50127E-07,0,3,3,0,1.01114E-09
9.50168E-07,0,3,3,0,1.00986E-09
9.50225E-07,0,3,3,0,1.00809E-09
9.50303E-07,0,3,3,0,1.00678E-09
9.50414E-07,0,3,3,0,1.0059E-09
9.50579E-07,0,3,3,0,1.00542E-09
9.50821E-07,0,3,3,0,1.00517E-09
9.51117E-07,0,3,3,0,1.00506E-09
9.51474E-07,0,3,3,0,1.00501E-09
9.51916E-07,0,3,3,0,1.00503E-09
9.52536E-07,0,3,3,0,1.00508E-09
9.53208E-07,0,3,3,0,1.00512E-09
9.5409E-07,0,3,3,0,1.00515E-09
9.55229E-07,0,3,3,0,1.00516E-09
9.56314E-07,0,3,3,0,1.00514E-09
9.57509E-07,0,3,3,0,1.00513E-09
9.58876E-07,0,3,3,0,1.00514E-09
9.6033E-07,0,3,3,0,1.00514E-09
9.62086E-07,0,3,3,0,1.00514E-09
9.65599E-07,0,3,3,0,1.00514E-09
9.69563E-07,0,3,3,0,1.00514E-09
9.74446E-07,0,3,3,0,1.00514E-09
9.79329E-07,0,3,3,0,1.00514E-09
9.84212E-07,0,3,3,0,1.00514E-09
9.89095E-07,0,3,3,0,1.00514E-09
9.93977E-07,0,3,3,0,1.00514E-09
9.9886E-07,0,3,3,0,1.00514E-09
1.00551E-06,0,3,3,0,1.00514E-09
1.01215E-06,0,3,3,0,1.00514E-09
1.0188E-06,0,3,3,0,1.00514E-09
1.02544E-06,0,3,3,0,1.00514E-09
1.03209E-06,0,3,3,0,1.00514E-09
1.03873E-06,0,3,3,0,1.00514E-09
1.04538E-06,0,3,3,0,1.00514E-09
1.04925E-06,0,3,3,0,1.00514E-09
1.05E-06,0,3,3,0,1.00514E-09
1.0515E-06,0,3,0,0,1.00514E-09
1.0541E-06,0,3,0,0,1.00514E-09
1.05677E-06,0,3,0,0,1.00514E-09
1.06E-06,0,3,0,0,9.33058E-10
1.06001E-06,0,0,0,0,9.5116E-10
1.06003E-06,0,0,0,0,1.11507E-09
1.06003E-06,0,0,0,0,1.13663E-09
1.06004E-06,0,0,0,0,1.09753E-09
1.06005E-06,0,0,0,0,1.02647E-09
1.06006E-06,0,0,0,0,1.00763E-09
1.06009E-06,0,0,0,0,1.00369E-09
1.06013E-06,0,0,0,0,1.0044E-09
1.0602E-06,0,0,0,0,1.00512E-09
1.06034E-06,0,0,0,0,1.00513E-09
1.06062E-06,0,0,0,0,1.00515E-09
1.06105E-06,0,0,0,0,1.00514E-09
1.06176E-06,0,0,0,0,1.00514E-09
1.06298E-06,0,0,0,0,1.00513E-09
1.06419E-06,0,0,0,0,1.00514E-09
1.06599E-06,0,0,0,0,1.00514E-09
1.06814E-06,0,0,0,0,1.00514E-09
1.07174E-06,0,0,0,0,1.00514E-09
1.07662E-06,0,0,0,0,1.00514E-09
1.08151E-06,0,0,0,0,1.00514E-09
1.18893E-06,0,0,0,0,1.00514E-09
1.19381E-06,0,0,0,0,1.00514E-09
1.19739E-06,0,0,0,0,1.00514E-09
0.0000012,0,0,0,0,3.19324E-05
1.20001E-06,3,0,0,0,5.56682E-05
1.20001E-06,3,0,0,0,4.88425E-05
1.20001E-06,3,0,0,0,2.49078E-05
1.20001E-06,3,0,0,0,-2.12144E-06
1.20001E-06,3,0,0,0,-1.80994E-05
1.20001E-06,3,0,0,0,-1.18205E-05
1.20001E-06,3,0,0,0,6.9584E-06
1.20002E-06,3,0,0,0,1.5045E-05
1.20004E-06,3,0,0,0,7.59543E-06
