frequency	V(onoise)	gain
1.479108388168183e+05	1.821458e-05	1.111003e+03
1.513561248436183e+05	1.780043e-05	1.085742e+03
1.548816618912456e+05	1.739567e-05	1.061054e+03
1.584893192461087e+05	1.700010e-05	1.036926e+03
1.621810097358903e+05	1.661351e-05	1.013346e+03
1.659586907437533e+05	1.623570e-05	9.903005e+02
1.698243652461716e+05	1.586645e-05	9.677786e+02
1.737800828749346e+05	1.550560e-05	9.457679e+02
1.778279410038893e+05	1.515293e-05	9.242571e+02
1.819700858609953e+05	1.480828e-05	9.032347e+02
1.862087136662836e+05	1.447145e-05	8.826898e+02
1.905460717963215e+05	1.414227e-05	8.626115e+02
1.949844599758012e+05	1.382057e-05	8.429893e+02
1.995262314968846e+05	1.350618e-05	8.238129e+02
2.041737944669495e+05	1.319893e-05	8.050721e+02
2.089296130854004e+05	1.289866e-05	7.867572e+02
2.137962089502196e+05	1.260522e-05	7.688585e+02
2.187761623949515e+05	1.231844e-05	7.513665e+02
2.238721138568301e+05	1.203818e-05	7.342720e+02
2.290867652767734e+05	1.176429e-05	7.175662e+02
2.344228815319882e+05	1.149663e-05	7.012400e+02
2.398832919019449e+05	1.123505e-05	6.852849e+02
2.454708915684988e+05	1.097942e-05	6.696926e+02
2.511886431509537e+05	1.072960e-05	6.544547e+02
2.570395782768819e+05	1.048546e-05	6.395632e+02
2.630267991895336e+05	1.024687e-05	6.250104e+02
2.691534803926869e+05	1.001371e-05	6.107885e+02
2.754228703338119e+05	9.785845e-06	5.968899e+02
2.818382931264405e+05	9.563163e-06	5.833074e+02
2.884031503126556e+05	9.345546e-06	5.700338e+02
2.951209226666334e+05	9.132878e-06	5.570620e+02
3.019951720401964e+05	8.925048e-06	5.443853e+02
3.090295432513537e+05	8.721943e-06	5.319969e+02
3.162277660168324e+05	8.523459e-06	5.198903e+02
3.235936569296226e+05	8.329489e-06	5.080590e+02
3.311311214825853e+05	8.139931e-06	4.964969e+02
3.388441561391967e+05	7.954685e-06	4.851977e+02
3.467368504525256e+05	7.773654e-06	4.741556e+02
3.548133892335693e+05	7.596740e-06	4.633647e+02
3.630780547700950e+05	7.423851e-06	4.528193e+02
3.715352290971660e+05	7.254895e-06	4.425137e+02
3.801893963205545e+05	7.089783e-06	4.324427e+02
3.890451449942738e+05	6.928427e-06	4.226007e+02
3.981071705534903e+05	6.770743e-06	4.129827e+02
4.073802778041056e+05	6.616646e-06	4.035835e+02
4.168693834703281e+05	6.466055e-06	3.943982e+02
4.265795188015852e+05	6.318891e-06	3.854218e+02
4.365158322401583e+05	6.175075e-06	3.766497e+02
4.466835921509552e+05	6.034531e-06	3.680772e+02
4.570881896148669e+05	5.897186e-06	3.596997e+02
4.677351412871899e+05	5.762965e-06	3.515129e+02
4.786300923226299e+05	5.631799e-06	3.435124e+02
4.897788193684375e+05	5.503618e-06	3.356939e+02
5.011872336272634e+05	5.378353e-06	3.280533e+02
5.128613839913558e+05	5.255939e-06	3.205866e+02
5.248074602497633e+05	5.136311e-06	3.132899e+02
5.370317963702432e+05	5.019405e-06	3.061591e+02
5.495408738576148e+05	4.905159e-06	2.991906e+02
5.623413251903391e+05	4.793514e-06	2.923808e+02
5.754399373371467e+05	4.684409e-06	2.857259e+02
5.888436553555785e+05	4.577787e-06	2.792224e+02
6.025595860743470e+05	4.473591e-06	2.728669e+02
6.165950018614712e+05	4.371767e-06	2.666561e+02
6.309573444801820e+05	4.272260e-06	2.605866e+02
6.456542290346441e+05	4.175018e-06	2.546553e+02
6.606934480075843e+05	4.079989e-06	2.488590e+02
6.760829753919698e+05	3.987123e-06	2.431945e+02
6.918309709189242e+05	3.896370e-06	2.376590e+02
7.079457843841253e+05	3.807683e-06	2.322495e+02
7.244359600749771e+05	3.721014e-06	2.269631e+02
7.413102413009043e+05	3.636318e-06	2.217970e+02
7.585775750291703e+05	3.553549e-06	2.167484e+02
7.762471166286779e+05	3.472664e-06	2.118148e+02
7.943282347242674e+05	3.393621e-06	2.069935e+02
8.128305161640848e+05	3.316376e-06	2.022819e+02
8.317637711026561e+05	3.240889e-06	1.976775e+02
8.511380382023612e+05	3.167120e-06	1.931779e+02
8.709635899560649e+05	3.095031e-06	1.887808e+02
8.912509381337294e+05	3.024582e-06	1.844837e+02
9.120108393558932e+05	2.955737e-06	1.802844e+02
9.332543007969741e+05	2.888459e-06	1.761807e+02
9.549925860214186e+05	2.822712e-06	1.721705e+02
9.772372209557928e+05	2.758461e-06	1.682514e+02
9.999999999999817e+05	2.695673e-06	1.644216e+02
1.023292992280735e+06	2.634314e-06	1.606790e+02
1.047128548050880e+06	2.574352e-06	1.570215e+02
1.071519305237587e+06	2.515754e-06	1.534473e+02
1.096478196143165e+06	2.458491e-06	1.499544e+02
1.122018454301943e+06	2.402530e-06	1.465411e+02
1.148153621496861e+06	2.347844e-06	1.432054e+02
1.174897554939508e+06	2.294402e-06	1.399457e+02
1.202264434617390e+06	2.242177e-06	1.367601e+02
1.230268770812358e+06	2.191140e-06	1.336471e+02
1.258925411794143e+06	2.141265e-06	1.306049e+02
1.288249551693110e+06	2.092525e-06	1.276320e+02
1.318256738556382e+06	2.044895e-06	1.247267e+02
1.348962882591628e+06	1.998349e-06	1.218875e+02
1.380384264602859e+06	1.952862e-06	1.191130e+02
1.412537544622727e+06	1.908411e-06	1.164016e+02
1.445439770745900e+06	1.864972e-06	1.137520e+02
1.479108388168179e+06	1.822521e-06	1.111626e+02
1.513561248436179e+06	1.781037e-06	1.086322e+02
1.548816618912452e+06	1.740497e-06	1.061594e+02
1.584893192461083e+06	1.700879e-06	1.037429e+02
1.621810097358899e+06	1.662164e-06	1.013814e+02
1.659586907437529e+06	1.624330e-06	9.907359e+01
1.698243652461712e+06	1.587357e-06	9.681835e+01
1.737800828749342e+06	1.551225e-06	9.461444e+01
1.778279410038889e+06	1.515916e-06	9.246069e+01
1.819700858609949e+06	1.481411e-06	9.035596e+01
1.862087136662832e+06	1.447691e-06	8.829915e+01
1.905460717963211e+06	1.414739e-06	8.628914e+01
1.949844599758008e+06	1.382537e-06	8.432489e+01
1.995262314968841e+06	1.351068e-06	8.240535e+01
2.041737944669490e+06	1.320315e-06	8.052950e+01
2.089296130853999e+06	1.290263e-06	7.869634e+01
2.137962089502191e+06	1.260894e-06	7.690491e+01
2.187761623949510e+06	1.232194e-06	7.515425e+01
2.238721138568296e+06	1.204147e-06	7.344344e+01
2.290867652767729e+06	1.176739e-06	7.177158e+01
2.344228815319877e+06	1.149954e-06	7.013776e+01
2.398832919019444e+06	1.123780e-06	6.854114e+01
2.454708915684983e+06	1.098201e-06	6.698085e+01
2.511886431509531e+06	1.073204e-06	6.545608e+01
2.570395782768813e+06	1.048777e-06	6.396601e+01
2.630267991895330e+06	1.024905e-06	6.250986e+01
2.691534803926863e+06	1.001577e-06	6.108685e+01
2.754228703338112e+06	9.787798e-07	5.969623e+01
2.818382931264398e+06	9.565017e-07	5.833726e+01
2.884031503126549e+06	9.347307e-07	5.700922e+01
2.951209226666328e+06	9.134554e-07	5.571141e+01
3.019951720401957e+06	8.926643e-07	5.444314e+01
3.090295432513529e+06	8.723466e-07	5.320373e+01
3.162277660168317e+06	8.524913e-07	5.199254e+01
3.235936569296218e+06	8.330881e-07	5.080891e+01
3.311311214825845e+06	8.141266e-07	4.965222e+01
3.388441561391958e+06	7.955967e-07	4.852185e+01
3.467368504525247e+06	7.774887e-07	4.741722e+01
3.548133892335684e+06	7.597929e-07	4.633772e+01
3.630780547700941e+06	7.425000e-07	4.528279e+01
3.715352290971651e+06	7.256007e-07	4.425188e+01
3.801893963205536e+06	7.090862e-07	4.324442e+01
3.890451449942728e+06	6.929476e-07	4.225990e+01
3.981071705534893e+06	6.771764e-07	4.129778e+01
4.073802778041046e+06	6.617643e-07	4.035756e+01
4.168693834703270e+06	6.467031e-07	3.943874e+01
4.265795188015841e+06	6.319847e-07	3.854082e+01
4.365158322401572e+06	6.176015e-07	3.766335e+01
4.466835921509542e+06	6.035457e-07	3.680584e+01
4.570881896148658e+06	5.898099e-07	3.596785e+01
4.677351412871888e+06	5.763868e-07	3.514893e+01
4.786300923226287e+06	5.632693e-07	3.434865e+01
4.897788193684363e+06	5.504505e-07	3.356658e+01
5.011872336272622e+06	5.379235e-07	3.280230e+01
5.128613839913545e+06	5.256819e-07	3.205542e+01
5.248074602497620e+06	5.137188e-07	3.132554e+01
5.370317963702418e+06	5.020282e-07	3.061227e+01
5.495408738576134e+06	4.906037e-07	2.991523e+01
5.623413251903377e+06	4.794394e-07	2.923405e+01
5.754399373371452e+06	4.685293e-07	2.856837e+01
5.888436553555770e+06	4.578676e-07	2.791784e+01
6.025595860743455e+06	4.474487e-07	2.728211e+01
6.165950018614695e+06	4.372670e-07	2.666084e+01
6.309573444801803e+06	4.273172e-07	2.605372e+01
6.456542290346422e+06	4.175940e-07	2.546041e+01
6.606934480075824e+06	4.080921e-07	2.488060e+01
6.760829753919679e+06	3.988066e-07	2.431398e+01
6.918309709189222e+06	3.897326e-07	2.376026e+01
7.079457843841233e+06	3.808653e-07	2.321913e+01
7.244359600749752e+06	3.721998e-07	2.269032e+01
7.413102413009022e+06	3.637318e-07	2.217353e+01
7.585775750291681e+06	3.554566e-07	2.166851e+01
7.762471166286756e+06	3.473698e-07	2.117497e+01
7.943282347242650e+06	3.394672e-07	2.069266e+01
8.128305161640823e+06	3.317447e-07	2.022133e+01
8.317637711026536e+06	3.241980e-07	1.976072e+01
8.511380382023586e+06	3.168232e-07	1.931058e+01
8.709635899560623e+06	3.096164e-07	1.887069e+01
8.912509381337266e+06	3.025738e-07	1.844080e+01
9.120108393558905e+06	2.956916e-07	1.802069e+01
9.332543007969713e+06	2.889662e-07	1.761014e+01
9.549925860214157e+06	2.823940e-07	1.720892e+01
9.772372209557900e+06	2.759715e-07	1.681683e+01
9.999999999999788e+06	2.696954e-07	1.643366e+01
1.023292992280732e+07	2.635622e-07	1.605920e+01
1.047128548050877e+07	2.575688e-07	1.569326e+01
1.071519305237583e+07	2.517120e-07	1.533564e+01
1.096478196143162e+07	2.459886e-07	1.498615e+01
1.122018454301939e+07	2.403957e-07	1.464461e+01
1.148153621496858e+07	2.349302e-07	1.431083e+01
1.174897554939504e+07	2.295893e-07	1.398464e+01
1.202264434617387e+07	2.243701e-07	1.366587e+01
1.230268770812355e+07	2.192699e-07	1.335435e+01
1.258925411794140e+07	2.142859e-07	1.304990e+01
1.288249551693106e+07	2.094155e-07	1.275238e+01
1.318256738556379e+07	2.046562e-07	1.246162e+01
1.348962882591625e+07	2.000053e-07	1.217747e+01
1.380384264602855e+07	1.954606e-07	1.189977e+01
1.412537544622724e+07	1.910194e-07	1.162838e+01
1.445439770745896e+07	1.866795e-07	1.136316e+01
1.479108388168175e+07	1.824386e-07	1.110397e+01
1.513561248436175e+07	1.782944e-07	1.085066e+01
1.548816618912448e+07	1.742448e-07	1.060311e+01
1.584893192461079e+07	1.702875e-07	1.036118e+01
1.621810097358895e+07	1.664205e-07	1.012475e+01
1.659586907437524e+07	1.626417e-07	9.893679e+00
1.698243652461707e+07	1.589491e-07	9.667857e+00
1.737800828749337e+07	1.553408e-07	9.447163e+00
1.778279410038884e+07	1.518148e-07	9.231478e+00
1.819700858609944e+07	1.483694e-07	9.020687e+00
1.862087136662827e+07	1.450025e-07	8.814680e+00
1.905460717963205e+07	1.417125e-07	8.613346e+00
1.949844599758003e+07	1.384977e-07	8.416580e+00
1.995262314968836e+07	1.353562e-07	8.224277e+00
2.041737944669485e+07	1.322865e-07	8.036333e+00
2.089296130853994e+07	1.292869e-07	7.852651e+00
2.137962089502185e+07	1.263558e-07	7.673132e+00
2.187761623949505e+07	1.234917e-07	7.497682e+00
2.238721138568290e+07	1.206930e-07	7.326207e+00
2.290867652767723e+07	1.179583e-07	7.158616e+00
2.344228815319870e+07	1.152860e-07	6.994820e+00
2.398832919019438e+07	1.126749e-07	6.834733e+00
2.454708915684976e+07	1.101234e-07	6.678268e+00
2.511886431509525e+07	1.076303e-07	6.525345e+00
2.570395782768807e+07	1.051941e-07	6.375880e+00
2.630267991895324e+07	1.028137e-07	6.229796e+00
2.691534803926856e+07	1.004878e-07	6.087014e+00
2.754228703338105e+07	9.821502e-08	5.947458e+00
2.818382931264391e+07	9.599427e-08	5.811055e+00
2.884031503126542e+07	9.382433e-08	5.677732e+00
2.951209226666320e+07	9.170405e-08	5.547418e+00
3.019951720401949e+07	8.963230e-08	5.420045e+00
3.090295432513522e+07	8.760799e-08	5.295544e+00
3.162277660168309e+07	8.563001e-08	5.173849e+00
3.235936569296210e+07	8.369732e-08	5.054896e+00
3.311311214825837e+07	8.180890e-08	4.938622e+00
3.388441561391950e+07	7.996372e-08	4.824965e+00
3.467368504525239e+07	7.816081e-08	4.713863e+00
3.548133892335676e+07	7.639919e-08	4.605259e+00
3.630780547700933e+07	7.467793e-08	4.499095e+00
3.715352290971643e+07	7.299609e-08	4.395315e+00
3.801893963205528e+07	7.135279e-08	4.293862e+00
3.890451449942719e+07	6.974714e-08	4.194684e+00
3.981071705534884e+07	6.817826e-08	4.097727e+00
4.073802778041036e+07	6.664533e-08	4.002940e+00
4.168693834703261e+07	6.514751e-08	3.910272e+00
4.265795188015831e+07	6.368400e-08	3.819675e+00
4.365158322401562e+07	6.225400e-08	3.731100e+00
4.466835921509531e+07	6.085675e-08	3.644499e+00
4.570881896148648e+07	5.949148e-08	3.559827e+00
4.677351412871877e+07	5.815746e-08	3.477039e+00
4.786300923226276e+07	5.685396e-08	3.396091e+00
4.897788193684352e+07	5.558027e-08	3.316939e+00
5.011872336272611e+07	5.433569e-08	3.239542e+00
5.128613839913534e+07	5.311955e-08	3.163857e+00
5.248074602497608e+07	5.193118e-08	3.089846e+00
5.370317963702407e+07	5.076993e-08	3.017468e+00
5.495408738576122e+07	4.963515e-08	2.946685e+00
5.623413251903364e+07	4.852624e-08	2.877460e+00
5.754399373371439e+07	4.744255e-08	2.809754e+00
5.888436553555757e+07	4.638352e-08	2.743533e+00
6.025595860743441e+07	4.534853e-08	2.678761e+00
6.165950018614683e+07	4.433702e-08	2.615403e+00
6.309573444801790e+07	4.334842e-08	2.553427e+00
6.456542290346409e+07	4.238218e-08	2.492798e+00
6.606934480075811e+07	4.143776e-08	2.433485e+00
6.760829753919666e+07	4.051461e-08	2.375456e+00
6.918309709189209e+07	3.961224e-08	2.318680e+00
7.079457843841220e+07	3.873010e-08	2.263128e+00
7.244359600749739e+07	3.786773e-08	2.208769e+00
7.413102413009009e+07	3.702461e-08	2.155575e+00
7.585775750291668e+07	3.620027e-08	2.103519e+00
7.762471166286743e+07	3.539424e-08	2.052572e+00
7.943282347242635e+07	3.460605e-08	2.002707e+00
8.128305161640808e+07	3.383526e-08	1.953899e+00
8.317637711026521e+07	3.308142e-08	1.906121e+00
8.511380382023571e+07	3.234409e-08	1.859350e+00
8.709635899560608e+07	3.162286e-08	1.813560e+00
8.912509381337252e+07	3.091730e-08	1.768727e+00
9.120108393558890e+07	3.022700e-08	1.724830e+00
9.332543007969697e+07	2.955158e-08	1.681844e+00
9.549925860214141e+07	2.889063e-08	1.639748e+00
9.772372209557883e+07	2.824379e-08	1.598520e+00
1.000000000000000e+08	2.761068e-08	1.558140e+00
